blind_review_id,current_label,loop106_focus_bucket,loop106_focus_reasons,review_tags,content_evidence_fields,source_size_bytes,file_entropy,pe_parse_status,pe_number_of_sections,pe_section_names,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_size,overlay_size,overlay_entropy,overlay_after_security_size,overlay_after_security_entropy,duplicate_manifest_sha_group,manifest_duplicate_group_size,objective_issue_count,objective_issue_flags
blind-00518,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,285760,7.679812,ok,3,upx0|upx1|.rsrc,true,856,true,37172,false,0,17472,7.466322,17472,7.466322,false,,0,
blind-00273,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1142504,7.929577,ok,3,upx0|upx1|.rsrc,true,1232,true,8472,false,0,16616,7.348112,16616,7.348112,false,,0,
blind-00200,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,158984,7.884111,ok,3,upx0|upx1|.rsrc,true,788,true,2672,false,0,16136,7.419048,16136,7.419048,false,,0,
blind-00096,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1033448,7.995682,ok,3,.text|.rsrc|.reloc,true,1430,true,8461,false,0,16104,7.421500,16104,7.421500,false,,0,
blind-00216,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1091304,7.997313,ok,3,packerby|bero^fr |.rsrc,true,95,true,7724,false,0,16104,7.421500,16104,7.421500,false,,0,
blind-01423,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,74416,7.880869,ok,2,.text|.rsrc,true,143,true,1365,false,0,16048,7.426438,16048,7.426438,false,,0,
blind-01344,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,72872,7.894298,ok,2,.text|.rsrc,true,477,true,1357,false,0,16040,7.429534,16040,7.429534,false,,0,
blind-01715,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,92328,7.920063,ok,2,.text|.rsrc,true,143,true,1365,false,0,16040,7.425830,16040,7.425830,false,,0,
blind-00116,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,73376,7.892535,ok,2,.text|.rsrc,true,143,true,1349,false,0,16032,7.423322,16032,7.423322,false,,0,
blind-00198,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,67744,7.869166,ok,2,.text|.rsrc,true,143,true,1373,false,0,16032,7.429371,16032,7.429371,false,,0,
blind-00447,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,72352,7.857453,ok,3,.text|.rsrc|.reloc,true,143,true,1413,false,0,16032,7.421713,16032,7.421713,false,,0,
blind-00817,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,72864,7.867835,ok,3,.text|.rsrc|.reloc,true,143,true,1381,false,0,16032,7.428745,16032,7.428745,false,,0,
blind-00974,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,84640,7.902221,ok,2,.text|.rsrc,true,143,true,1349,false,0,16032,7.426755,16032,7.426755,false,,0,
blind-01860,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,93856,7.915101,ok,2,.text|.rsrc,true,143,true,1381,false,0,16032,7.432197,16032,7.432197,false,,0,
blind-00792,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,249496,7.622421,ok,3,upx0|upx1|.rsrc,true,876,true,37172,false,0,16024,7.433747,16024,7.433747,false,,0,
blind-01173,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,69784,7.852943,ok,3,.text|.rsrc|.reloc,true,143,true,1325,false,0,16024,7.428186,16024,7.428186,false,,0,
blind-01374,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2527824,7.882260,ok,3,upx0|upx1|.rsrc,true,1016,true,167256,false,0,15440,7.353705,15440,7.353705,false,,0,
blind-00463,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,7467728,7.999949,ok,3,packerby|bero^fr |.rsrc,true,95,true,25476,false,0,14032,7.278049,14032,7.278049,false,,0,
blind-00464,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,7462420,7.995740,ok,2,.packed|.rlpack,true,420,true,125046,false,0,14032,7.278049,14032,7.278049,false,,0,
blind-00540,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,8702160,7.898272,ok,3,upx0|upx1|.rsrc,true,1108,true,125088,false,0,14032,7.278049,14032,7.278049,false,,0,
blind-01047,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,9494736,7.930790,ok,7,.text|.rdata|.data|.qtmetad|.rsrc|.reloc|.packman,true,420,true,125044,false,0,14032,7.278049,14032,7.278049,false,,0,
blind-00511,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,605288,7.851722,ok,3,upx0|upx1|.rsrc,true,700,true,31560,false,0,13416,7.341277,13416,7.341277,false,,0,
blind-01085,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,48848,7.678959,ok,2,.text|.rsrc,true,715,true,4154,false,0,11984,7.421695,11984,7.421695,false,,0,
blind-01245,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,65232,7.689032,ok,2,.text|.rsrc,true,745,true,8824,false,0,11984,7.414166,11984,7.414166,false,,0,
blind-01768,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,71376,7.750106,ok,2,.text|.rsrc,true,143,true,8706,false,0,11984,7.411736,11984,7.411736,false,,0,
blind-01131,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|has_security_directory|security_directory_with_extra_overlay|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|overlay_after_security_present,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,930708,5.246843,ok,5,.text|.rdata|.data|qdata|.rsrc,true,160,true,464762,true,5608,5608,7.199555,5608,7.199555,false,,0,
blind-00866,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,15314336,7.857444,ok,10,.text|.itext|.data|.bss|.idata|.didata|.edata|.rdata|.reloc|.rsrc,true,16454,true,11944960,true,20400,24480,7.611564,0,,false,,0,
blind-01176,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36156200,7.876497,ok,3,upx0|upx1|.rsrc,true,1708,true,548132,false,0,10536,7.649605,10536,7.649605,false,,0,
blind-00962,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,12007296,7.536204,ok,13,.text|.rdata|.data|.drectve|.ctors|.eh_fram|.reloc|.text1|.adata|.data1|.reloc1|.pdata|.rsrc,true,100,true,3075876,true,6016,6016,7.290796,0,,false,,0,
blind-00878,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,38200,7.883550,ok,2,.text|.rsrc,true,143,false,0,false,0,6968,7.380788,6968,7.380788,false,,0,
blind-01476,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,75064,7.854131,ok,2,.text|.rsrc,true,657,true,3937,false,0,6968,7.367968,6968,7.367968,false,,0,
blind-00688,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,133408,7.934684,ok,2,.text|.rsrc,true,845,true,4398,false,0,6944,7.405467,6944,7.405467,false,,0,
blind-01441,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,169144,7.896466,ok,3,upx0|upx1|.rsrc,true,396,true,1800,false,0,6840,7.448603,6840,7.448603,false,,0,
blind-00050,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,176728,7.839397,ok,2,.text|.rsrc,true,904,true,16476,false,0,6744,7.442696,6744,7.442696,false,,0,
blind-00646,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,60504,7.785934,ok,3,.text|.rsrc|.reloc,true,143,true,3700,false,0,6744,7.446137,6744,7.446137,false,,0,
blind-00045,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,57952,7.648795,ok,2,.text|.rsrc,true,143,true,7024,false,0,6240,7.411541,6240,7.411541,false,,0,
blind-00309,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,53856,7.764179,ok,2,.text|.rsrc,true,143,true,4741,false,0,6240,7.394573,6240,7.394573,false,,0,
blind-01297,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|high_file_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,64096,7.535113,ok,5,.text|.rdata|.data|.rsrc|.packman,true,220,true,7010,false,0,6240,7.411541,6240,7.411541,false,,0,
